id,name,x,y,hue
71,71,-0.00228633,0.61655,
579,579,0.0402585,0.789759,
877,877,0.0267971,0.256883,
722,722,-0.0826669,0.371949,
42,42,0.00707874,0.607169,
80,80,-0.0588152,0.590392,
714,714,-0.0880021,0.295738,
677,677,0.0992476,0.0303325,
199,199,0.0521785,0.0132845,
841,841,0.0216923,0.528287,
754,754,-0.0684715,0.228772,
791,791,-0.0772002,0.00104452,
861,861,0.0159077,0.259863,
591,591,0.0744842,0.432513,
744,744,-0.0645153,0.165975,
37,37,0.107631,0.482044,
183,183,0.0792184,0.119865,
432,432,-0.00234076,0.870689,
379,379,-0.0338873,0.798724,
63,63,0.0936543,0.526218,
212,212,-0.0525456,0.353718,
94,94,-0.0383221,0.438449,
362,362,-0.0162118,0.78996,
8,8,-0.107007,0.501145,
686,686,0.105038,7.6804E-4,
692,692,0.0951782,-0.00334156,
764,764,-0.0879089,0.0347616,
246,246,-0.0586356,0.196235,
190,190,0.0420147,0.0467251,
549,549,0.0459143,0.895523,
177,177,0.0562949,0.0883736,
820,820,0.0169737,0.59089,
49,49,0.103769,0.522067,
858,858,0.0100012,0.277447,
390,390,-0.0338069,0.844875,
84,84,-0.0254505,0.371877,
